AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2021
Insider_Ownership,,10.3
Institutional_Ownership,48.8,41.4
Net_Insider_Purchases,0.0,769.0
No_of_Employees,225.0,
No_of_Institutions,37.0,34.0
