AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022
Insider_Ownership,2.9,0.5
Institutional_Ownership,75.2,76.9
Net_Insider_Purchases,328.0,181.0
No_of_Employees,459.0,459.0
No_of_Institutions,51.0,67.0
