AAII_KEY_STATISTICS_DATA,03/31/2023,03/31/2022,09/30/2021,03/31/2021,12/31/2020,06/30/2020,03/31/2020
Insider_Ownership,1.2,1.5,0.0,0.1,0.1,1.6,3.4
Institutional_Ownership,4.7,5.8,11.6,8.4,1.6,1.2,2.2
Net_Insider_Purchases,18.0,880.0,3.0,2.0,0.0,378.0,378.0
No_of_Employees,3.0,4.0,4.0,4.0,4.0,4.0,4.0
No_of_Institutions,27.0,22.0,32.0,30.0,18.0,16.0,12.0
