AAII_KEY_STATISTICS_DATA,03/31/2023,07/01/2022,04/01/2022,10/01/2021,07/02/2021,04/02/2021,12/31/2020,09/25/2020
Insider_Ownership,0.4,0.2,0.3,0.1,0.1,0.3,0.3,20.1
Institutional_Ownership,96.7,96.6,97.2,93.2,94.0,93.6,73.1,0.1
Net_Insider_Purchases,83.0,60.0,141.0,2.0,47.0,-33389.0,-167840.0,-134480.0
No_of_Employees,8100.0,8500.0,8500.0,8400.0,8400.0,8400.0,8400.0,8300.0
No_of_Institutions,586.0,599.0,614.0,606.0,606.0,630.0,656.0,4.0
