AAII_KEY_STATISTICS_DATA,12/31/2022,06/30/2022
Insider_Ownership,79.7,56.4
Institutional_Ownership,70.4,60.7
Net_Insider_Purchases,13920.0,382.0
No_of_Employees,434.0,
No_of_Institutions,27.0,60.0
