AAII_KEY_STATISTICS_DATA,04/30/2022,01/30/2022,05/01/2021,01/30/2021,05/02/2020,01/02/2020
Insider_Ownership,5.9,5.9,5.9,5.9,5.9,5.9
Institutional_Ownership,5.1,5.1,6.3,8.8,9.4,9.4
Net_Insider_Purchases,0.0,0.0,0.0,0.0,0.0,0.0
No_of_Employees,314.0,314.0,314.0,314.0,314.0,314.0
No_of_Institutions,2.0,3.0,2.0,3.0,3.0,3.0
