AAII_KEY_STATISTICS_DATA,06/25/2022,03/26/2022,09/25/2021,06/26/2021,03/27/2021,12/26/2020,09/26/2020,06/27/2020
Insider_Ownership,3.3,3.3,2.1,2.5,3.4,3.3,1.0,1.2
Institutional_Ownership,92.8,91.0,88.4,88.9,90.8,80.1,90.6,90.8
Net_Insider_Purchases,-76.0,-64.0,-14.0,8.0,-78.0,-164.0,-68.0,20.0
No_of_Employees,3240.0,3240.0,3250.0,3250.0,3250.0,3250.0,3200.0,3200.0
No_of_Institutions,279.0,294.0,304.0,298.0,313.0,278.0,217.0,218.0
