AAII_KEY_STATISTICS_DATA,09/30/2021,06/30/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,25.4,29.7,0.3,29.3,29.2
Institutional_Ownership,6.7,6.3,7.4,4.2,2.8
Net_Insider_Purchases,-99.0,61.0,23.0,13.0,13.0
No_of_Employees,17.0,17.0,17.0,14.0,14.0
No_of_Institutions,23.0,22.0,25.0,21.0,16.0
