AAII_KEY_STATISTICS_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,1.3,1.0,1.1,1.1
Institutional_Ownership,96.2,94.3,92.6,92.0
Net_Insider_Purchases,62.0,58.0,112.0,222.0
No_of_Employees,804.0,804.0,779.0,779.0
No_of_Institutions,251.0,248.0,247.0,244.0
