AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,06/30/2021
Insider_Ownership,,,6.6,7.3
Institutional_Ownership,1.9,2.5,5.5,
Net_Insider_Purchases,0.0,0.0,34.0,0.0
No_of_Employees,,,,
No_of_Institutions,26.0,41.0,51.0,
