AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,12/31/2020,09/30/2019
Insider_Ownership,,,,,,
Institutional_Ownership,0.0,0.0,0.0,0.0,0.0,0.0
Net_Insider_Purchases,0.0,0.0,0.0,0.0,0.0,0.0
No_of_Employees,3.0,3.0,3.0,3.0,3.0,3.0
No_of_Institutions,0.0,0.0,0.0,0.0,0.0,0.0
