AAII_KEY_STATISTICS_DATA,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,2.3,1.0,1.5,1.6,1.8,2.2,0.0
Institutional_Ownership,43.2,44.4,54.4,57.8,40.1,42.8,39.1
Net_Insider_Purchases,161.0,369.0,380.0,19.0,24.0,131.0,0.0
No_of_Employees,108.0,102.0,102.0,102.0,102.0,105.0,105.0
No_of_Institutions,30.0,39.0,44.0,56.0,41.0,35.0,30.0
