AAII_KEY_STATISTICS_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,1.1,0.8,0.8,0.3,0.5
Institutional_Ownership,91.2,88.4,88.2,93.7,94.0
Net_Insider_Purchases,358.0,-19033.0,-18966.0,94.0,97.0
No_of_Employees,2600.0,2600.0,2600.0,3400.0,3400.0
No_of_Institutions,200.0,180.0,158.0,152.0,153.0
