AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022
Insider_Ownership,,9.9,15.1
Institutional_Ownership,65.7,55.7,49.4
Net_Insider_Purchases,-1461.0,608.0,35223.0
No_of_Employees,262.0,205.0,205.0
No_of_Institutions,135.0,109.0,89.0
