AAII_KEY_STATISTICS_DATA,09/30/2020,06/30/2020
Insider_Ownership,2.6,2.6
Institutional_Ownership,74.5,74.7
Net_Insider_Purchases,1264.0,1687.0
No_of_Employees,220.0,220.0
No_of_Institutions,196.0,203.0
