AAII_KEY_STATISTICS_DATA,01/31/2023,04/30/2022,01/31/2022
Insider_Ownership,0.3,0.3,0.0
Institutional_Ownership,74.6,,
Net_Insider_Purchases,479.0,1051.0,1004.0
No_of_Employees,2400.0,1850.0,1850.0
No_of_Institutions,196.0,175.0,119.0
