AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,7.3,1.7,0.8,6.6,1.7,0.5,6.4,6.4
Institutional_Ownership,65.9,69.3,66.9,69.6,70.6,71.9,71.8,70.7
Net_Insider_Purchases,321.0,200.0,26.0,188.0,108.0,8.0,328.0,322.0
No_of_Employees,730.0,730.0,730.0,730.0,730.0,730.0,830.0,830.0
No_of_Institutions,127.0,126.0,117.0,129.0,128.0,121.0,126.0,125.0
