AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,0.6,2.6,1.5,2.0,2.1,2.5
Institutional_Ownership,,,,,,
Net_Insider_Purchases,126.0,185.0,-15.0,-154.0,-172.0,40.0
No_of_Employees,1700.0,1700.0,1500.0,1500.0,1500.0,1400.0
No_of_Institutions,386.0,400.0,466.0,432.0,426.0,330.0
