AAII_KEY_STATISTICS_DATA,09/30/2020,06/30/2020
Insider_Ownership,0.7,0.0
Institutional_Ownership,38.0,37.7
Net_Insider_Purchases,105.0,5.0
No_of_Employees,529.0,529.0
No_of_Institutions,50.0,47.0
