AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,0.5,0.7,0.6,0.6,0.6,0.6,0.3
Institutional_Ownership,90.9,88.9,89.3,90.9,88.9,86.9,85.0
Net_Insider_Purchases,22.0,80.0,-9.0,-17.0,-23.0,-45.0,-642.0
No_of_Employees,10500.0,10500.0,10500.0,11000.0,11000.0,11000.0,6500.0
No_of_Institutions,393.0,411.0,372.0,376.0,380.0,357.0,311.0
