AAII_KEY_STATISTICS_DATA,03/31/2021,09/30/2020,06/30/2020
Insider_Ownership,,,
Institutional_Ownership,0.0,8.9,8.9
Net_Insider_Purchases,500.0,500.0,500.0
No_of_Employees,10.0,11.0,11.0
No_of_Institutions,0.0,1.0,1.0
