AAII_KEY_STATISTICS_DATA,12/31/2020,09/30/2020
Insider_Ownership,61.2,
Institutional_Ownership,,
Net_Insider_Purchases,12500.0,20000.0
No_of_Employees,2.0,2.0
No_of_Institutions,,
