AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022
Insider_Ownership,1.9,2.7,0.4
Institutional_Ownership,24.0,28.4,29.8
Net_Insider_Purchases,12307.0,2959.0,410.0
No_of_Employees,54.0,124.0,124.0
No_of_Institutions,54.0,54.0,65.0
