AAII_KEY_STATISTICS_DATA,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,0.6,0.6,,0.5
Institutional_Ownership,14.4,13.3,13.5,12.3
Net_Insider_Purchases,456.0,400.0,0.0,248.0
No_of_Employees,45.0,45.0,45.0,56.0
No_of_Institutions,39.0,42.0,37.0,35.0
