AAII_KEY_STATISTICS_DATA,04/30/2022,01/31/2022,07/31/2021,04/30/2021,01/31/2021,07/31/2020,04/30/2020
Insider_Ownership,0.0,1.5,0.0,,1.4,0.3,0.1
Institutional_Ownership,73.2,74.2,71.6,70.6,69.1,75.9,83.1
Net_Insider_Purchases,0.0,68.0,5.0,0.0,51.0,14.0,5.0
No_of_Employees,57.0,57.0,57.0,57.0,57.0,57.0,57.0
No_of_Institutions,245.0,255.0,250.0,232.0,219.0,229.0,231.0
