AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022
Insider_Ownership,0.6,22.9
Institutional_Ownership,2.8,2.8
Net_Insider_Purchases,28.0,246.0
No_of_Employees,3.0,3.0
No_of_Institutions,8.0,7.0
