AAII_KEY_STATISTICS_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,,0.3,17.4,17.3,0.3,16.9
Institutional_Ownership,49.8,48.7,52.1,49.7,50.9,50.9
Net_Insider_Purchases,0.0,4.0,65.0,65.0,4.0,-296.0
No_of_Employees,570.0,570.0,570.0,570.0,530.0,530.0
No_of_Institutions,111.0,105.0,110.0,105.0,105.0,104.0
