AAII_KEY_STATISTICS_DATA,09/30/2022,03/31/2022
Insider_Ownership,,
Institutional_Ownership,0.1,0.7
Net_Insider_Purchases,,
No_of_Employees,48.0,48.0
No_of_Institutions,3.0,8.0
