AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,12/31/2020,06/30/2020
Insider_Ownership,2.2,2.3,2.2,2.1,,2.6,2.4
Institutional_Ownership,49.0,50.0,55.1,57.4,,58.6,55.4
Net_Insider_Purchases,93.0,377.0,218.0,150.0,,210.0,-201.0
No_of_Employees,130.0,130.0,130.0,120.0,120.0,120.0,118.0
No_of_Institutions,90.0,110.0,125.0,134.0,,104.0,96.0
