AAII_KEY_STATISTICS_DATA,09/30/2020,06/30/2020
Insider_Ownership,0.3,0.3
Institutional_Ownership,,
Net_Insider_Purchases,32.0,38.0
No_of_Employees,420.0,420.0
No_of_Institutions,377.0,380.0
