AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,06/30/2021
Insider_Ownership,5.3,4.2,0.7
Institutional_Ownership,76.1,73.8,0.0
Net_Insider_Purchases,3059.0,2309.0,44465.0
No_of_Employees,889.0,889.0,907.0
No_of_Institutions,78.0,67.0,0.0
