AAII_KEY_STATISTICS_DATA,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019
Insider_Ownership,,,,,
Institutional_Ownership,2.1,1.6,1.5,0.3,0.3
Net_Insider_Purchases,0.0,0.0,0.0,0.0,0.0
No_of_Employees,11.0,11.0,16.0,34.0,34.0
No_of_Institutions,7.0,3.0,6.0,3.0,3.0
