AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022
Insider_Ownership,0.0,8.2
Institutional_Ownership,39.4,35.3
Net_Insider_Purchases,2.0,70614.0
No_of_Employees,44.0,44.0
No_of_Institutions,121.0,83.0
