AAII_KEY_STATISTICS_DATA,06/30/2022,12/31/2021
Insider_Ownership,,
Institutional_Ownership,75.9,51.8
Net_Insider_Purchases,0.0,0.0
No_of_Employees,,
No_of_Institutions,55.0,40.0
