AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020
Insider_Ownership,0.0,,0.4,0.0,0.0,0.3,0.3
Institutional_Ownership,3.3,3.4,13.2,25.3,24.6,24.6,0.0
Net_Insider_Purchases,0.0,0.0,38.0,0.0,0.0,30.0,30.0
No_of_Employees,127.0,166.0,188.0,167.0,96.0,96.0,96.0
No_of_Institutions,14.0,18.0,17.0,22.0,28.0,32.0,0.0
