AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022
Insider_Ownership,16.5,17.0,17.1
Institutional_Ownership,37.9,41.7,43.5
Net_Insider_Purchases,5.0,152.0,89.0
No_of_Employees,0.0,0.0,0.0
No_of_Institutions,119.0,107.0,103.0
