AAII_KEY_STATISTICS_DATA,09/25/2021,06/26/2021,03/27/2021,12/26/2020,06/27/2020
Insider_Ownership,2.6,2.3,2.4,0.2,0.0
Institutional_Ownership,94.2,95.3,96.6,,0.0
Net_Insider_Purchases,-7443.0,-243.0,103.0,-5746.0,-6017.0
No_of_Employees,6916.0,6916.0,6916.0,6916.0,6850.0
No_of_Institutions,226.0,187.0,152.0,117.0,0.0
