AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,12/31/2021
Insider_Ownership,,,
Institutional_Ownership,49.9,51.0,51.1
Net_Insider_Purchases,,,
No_of_Employees,66.0,81.0,81.0
No_of_Institutions,23.0,20.0,21.0
