AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,4.2,4.0,4.0,4.5,2.4,2.3,2.3,1.9,2.0
Institutional_Ownership,,,96.3,88.3,90.1,90.2,85.8,89.7,91.2
Net_Insider_Purchases,278.0,4.0,-73.0,1175.0,56.0,-203.0,-11.0,152.0,193.0
No_of_Employees,7500.0,7500.0,7100.0,7100.0,7100.0,4950.0,4950.0,4950.0,4950.0
No_of_Institutions,328.0,321.0,292.0,255.0,238.0,245.0,255.0,248.0,226.0
