AAII_KEY_STATISTICS_DATA,06/30/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020,06/30/2020
Insider_Ownership,0.2,0.2,0.2,0.2,0.2,0.2
Institutional_Ownership,9.3,9.3,9.8,9.2,9.0,8.5
Net_Insider_Purchases,0.0,0.0,0.0,0.0,0.0,0.0
No_of_Employees,96941.0,96506.0,96506.0,96506.0,95219.0,95219.0
No_of_Institutions,635.0,637.0,625.0,632.0,606.0,571.0
