AAII_KEY_STATISTICS_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,03/31/2020
Insider_Ownership,,,,,,
Institutional_Ownership,48.9,52.1,57.1,56.8,49.6,21.5
Net_Insider_Purchases,,,,,,
No_of_Employees,1001.0,1311.0,1311.0,842.0,842.0,498.0
No_of_Institutions,129.0,134.0,142.0,177.0,133.0,100.0
