AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021
Insider_Ownership,4.8,5.0,2.5,3.4,4.0
Institutional_Ownership,54.3,54.1,55.5,55.2,53.1
Net_Insider_Purchases,1661.0,1884.0,783.0,581.0,23.0
No_of_Employees,3586.0,3586.0,3524.0,3524.0,3524.0
No_of_Institutions,189.0,185.0,198.0,210.0,198.0
