AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,06/30/2021,03/31/2021
Insider_Ownership,1.9,2.5,2.1,0.3
Institutional_Ownership,71.8,67.8,67.8,0.0
Net_Insider_Purchases,76.0,203.0,1624.0,1016.0
No_of_Employees,2534.0,2534.0,2156.0,2156.0
No_of_Institutions,126.0,119.0,104.0,0.0
