AAII_KEY_STATISTICS_DATA,12/31/2022,06/30/2022
Insider_Ownership,11.2,8.5
Institutional_Ownership,1.5,1.5
Net_Insider_Purchases,766.0,540.0
No_of_Employees,67.0,84.0
No_of_Institutions,1.0,1.0
