AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021
Insider_Ownership,,,,0.0
Institutional_Ownership,99.6,88.2,92.0,82.3
Net_Insider_Purchases,0.0,0.0,0.0,0.0
No_of_Employees,0.0,0.0,,
No_of_Institutions,83.0,78.0,54.0,42.0
