AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022
Insider_Ownership,11.2,11.2
Institutional_Ownership,0.0,0.0
Net_Insider_Purchases,381508.0,386153.0
No_of_Employees,2.0,7.0
No_of_Institutions,0.0,0.0
