AAII_KEY_STATISTICS_DATA,04/30/2022,01/29/2022,07/31/2021,05/01/2021,01/30/2021,10/31/2020,08/01/2020
Insider_Ownership,3.2,3.4,0.3,3.1,2.8,2.4,0.1
Institutional_Ownership,34.1,36.4,37.2,37.3,36.8,36.8,20.8
Net_Insider_Purchases,9.0,9.0,6.0,15.0,9.0,21.0,0.0
No_of_Employees,141.0,141.0,130.0,130.0,130.0,148.0,148.0
No_of_Institutions,13.0,14.0,18.0,19.0,16.0,16.0,13.0
