AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021
Insider_Ownership,1.2,0.9,5.6,90.2
Institutional_Ownership,1.4,1.1,2.4,
Net_Insider_Purchases,111.0,20.0,-360.0,-4052.0
No_of_Employees,37.0,33.0,33.0,34.0
No_of_Institutions,18.0,25.0,39.0,
