AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,3.4,3.5,3.2,0.5,3.4,2.9,3.2,3.1
Institutional_Ownership,96.7,98.6,96.7,97.2,95.7,96.8,96.0,95.7
Net_Insider_Purchases,1.0,107.0,135.0,7.0,19.0,25.0,-208.0,-88.0
No_of_Employees,8800.0,8800.0,8100.0,8100.0,8100.0,8100.0,7700.0,7700.0
No_of_Institutions,470.0,472.0,449.0,459.0,484.0,465.0,482.0,475.0
