AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,2.3,2.3,2.5,2.3,2.7,2.9,2.8,2.7
Institutional_Ownership,97.6,92.5,89.3,86.5,86.9,87.0,84.2,84.4
Net_Insider_Purchases,57.0,40.0,-11.0,-98.0,-60.0,42.0,32.0,17.0
No_of_Employees,690.0,690.0,636.0,636.0,636.0,636.0,676.0,676.0
No_of_Institutions,314.0,324.0,278.0,263.0,259.0,253.0,243.0,242.0
