AAII_KEY_STATISTICS_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,5.5,5.3,5.7,6.3,5.5,5.5
Institutional_Ownership,39.9,36.4,41.6,41.4,40.6,41.1
Net_Insider_Purchases,25.0,18.0,4.0,9.0,37.0,32.0
No_of_Employees,211.0,211.0,211.0,211.0,218.0,218.0
No_of_Institutions,58.0,61.0,79.0,81.0,82.0,86.0
