AAII_KEY_STATISTICS_DATA,09/30/2022,03/31/2022,06/30/2021,03/31/2021,12/31/2020
Insider_Ownership,57.1,57.1,57.1,57.1,57.1
Institutional_Ownership,,,,,
Net_Insider_Purchases,0.0,0.0,0.0,0.0,0.0
No_of_Employees,67.0,67.0,67.0,67.0,67.0
No_of_Institutions,,,,,
