AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,87.9,87.9,87.9,87.9,87.9,87.9,87.9,87.9,87.9
Institutional_Ownership,1.1,1.2,0.9,1.0,1.1,1.0,1.0,1.0,1.2
Net_Insider_Purchases,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No_of_Employees,12550.0,12284.0,12284.0,10911.0,10911.0,10911.0,10911.0,10911.0,10911.0
No_of_Institutions,104.0,96.0,86.0,88.0,89.0,91.0,91.0,85.0,89.0
