AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022
Insider_Ownership,0.5,0.2,0.5
Institutional_Ownership,86.9,92.3,87.2
Net_Insider_Purchases,54.0,48.0,101.0
No_of_Employees,21000.0,24300.0,24300.0
No_of_Institutions,1000.0,1042.0,1112.0
