AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,0.2,,6.0,0.1,1.1,1.2,2.7
Institutional_Ownership,7.9,11.9,10.5,10.3,14.8,14.2,12.5
Net_Insider_Purchases,157.0,0.0,221.0,20.0,107.0,107.0,258.0
No_of_Employees,9.0,9.0,11.0,11.0,11.0,11.0,12.0
No_of_Institutions,42.0,50.0,46.0,54.0,70.0,73.0,66.0
