AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021
Insider_Ownership,5.8,6.1,0.0,0.0
Institutional_Ownership,90.8,91.1,73.3,0.0
Net_Insider_Purchases,-16046.0,-17305.0,2.0,0.0
No_of_Employees,75000.0,75000.0,66000.0,66000.0
No_of_Institutions,620.0,618.0,530.0,1.0
