AAII_KEY_STATISTICS_DATA,06/30/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
Insider_Ownership,0.0,0.0,,,
Institutional_Ownership,93.8,88.8,79.7,73.9,57.4
Net_Insider_Purchases,0.0,0.0,33.0,77.0,17.0
No_of_Employees,,,,,
No_of_Institutions,112.0,115.0,103.0,98.0,77.0
