AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020
Insider_Ownership,1.2,1.5,5.2,4.6,1.9,1.5,1.2
Institutional_Ownership,79.2,77.4,79.2,75.6,78.2,78.2,82.0
Net_Insider_Purchases,90.0,12.0,341.0,2241.0,268.0,245.0,-151.0
No_of_Employees,2821.0,2148.0,2148.0,1710.0,1710.0,1710.0,1710.0
No_of_Institutions,541.0,540.0,587.0,552.0,518.0,525.0,490.0
