AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.3,0.4,0.3,0.0,0.2,0.4,0.3,0.0,0.2
Institutional_Ownership,,,95.7,95.3,95.5,99.3,99.8,98.8,
Net_Insider_Purchases,26.0,31.0,82.0,-2.0,-5.0,61.0,75.0,8.0,25.0
No_of_Employees,2873.0,2839.0,2839.0,3639.0,3639.0,3639.0,3639.0,2949.0,2949.0
No_of_Institutions,491.0,474.0,463.0,425.0,432.0,443.0,448.0,453.0,454.0
