AAII_KEY_STATISTICS_DATA,03/31/2022,12/31/2021,09/30/2021,03/31/2021,12/31/2020
Insider_Ownership,0.3,7.5,22.2,0.1,48.8
Institutional_Ownership,2.8,3.6,2.3,6.7,0.4
Net_Insider_Purchases,21.0,-2309.0,-1992.0,11.0,120.0
No_of_Employees,7.0,7.0,7.0,,
No_of_Institutions,13.0,16.0,12.0,13.0,4.0
