AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022
Insider_Ownership,0.2,1.2
Institutional_Ownership,,
Net_Insider_Purchases,-2.0,117.0
No_of_Employees,8890.0,9665.0
No_of_Institutions,308.0,320.0
