AAII_KEY_STATISTICS_DATA,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,50.5,11.1,4.5,10.3,59.9,11.1
Institutional_Ownership,16.2,9.7,9.6,10.0,17.5,10.6
Net_Insider_Purchases,13.0,14.0,4.0,-10.0,5.0,-17.0
No_of_Employees,195.0,192.0,192.0,192.0,192.0,149.0
No_of_Institutions,22.0,25.0,25.0,24.0,30.0,27.0
