AAII_KEY_STATISTICS_DATA,06/30/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
Insider_Ownership,0.7,0.6,0.6,1.5,0.0
Institutional_Ownership,96.6,92.9,96.4,,0.0
Net_Insider_Purchases,-60.0,-102.0,1571.0,1571.0,0.0
No_of_Employees,15074.0,15600.0,15803.0,16005.0,16201.0
No_of_Institutions,261.0,224.0,190.0,165.0,0.0
