AAII_KEY_STATISTICS_DATA,03/31/2023,03/31/2022,09/30/2021
Insider_Ownership,0.0,0.0,0.6
Institutional_Ownership,1.7,2.4,3.8
Net_Insider_Purchases,0.0,0.0,0.0
No_of_Employees,9.0,13.0,
No_of_Institutions,13.0,11.0,11.0
